timestamp,temperature,ph,turbidity,tds,dump_detected,mining_dump_detected,paper_dump_detected,chemical_dump_detected,sewage_dump_detected
2025-01-01 00:00:00,30.097569292882174,7.119171182211901,2.0378179941087806,341.9725048892946,0.0,0.0,0.0,0.0,0.0
2025-01-01 00:05:00,30.172181337363522,7.112464054587835,2.761623214744181,350.36612494392983,0.0,0.0,0.0,0.0,0.0
2025-01-01 00:10:00,30.092684325460983,7.386127499066068,2.9153527321100543,274.19013190339774,0.0,0.0,0.0,0.0,0.0
2025-01-01 00:15:00,27.83438441966936,6.829116407092123,2.5996207749100306,300.39373863994683,0.0,0.0,0.0,0.0,0.0
2025-01-01 00:20:00,31.309638563682984,7.318417325113012,2.5365404609052775,391.7896830005837,0.0,0.0,0.0,0.0,0.0
2025-01-01 00:25:00,29.483820955749035,7.194283037334314,2.5264960708085407,367.9172472599041,0.0,0.0,0.0,0.0,0.0
2025-01-01 00:30:00,28.99318603959756,7.266765580945885,3.576330559655715,334.5951848650735,0.0,0.0,0.0,0.0,0.0
2025-01-01 00:35:00,31.67106018427364,7.292019202056145,3.167448284679207,384.39367371074695,0.0,0.0,0.0,0.0,0.0
2025-01-01 00:40:00,28.675727243736723,7.119928653633408,3.987783655605833,447.63345058551295,0.0,0.0,0.0,0.0,0.0
2025-01-01 00:45:00,32.38232391307729,6.874572093464845,2.615607906825451,391.9459992046349,0.0,0.0,0.0,0.0,0.0
2025-01-01 00:50:00,31.289391801874373,7.258307466113528,3.91196809103046,348.7426484333346,0.0,0.0,0.0,0.0,0.0
2025-01-01 00:55:00,28.745647131075497,7.002816797468805,3.161337273370984,360.3952078425592,0.0,0.0,0.0,0.0,0.0
2025-01-01 01:00:00,29.469656617778018,7.193392915909357,2.8064397037774835,339.6915910549249,0.0,0.0,0.0,0.0,0.0
2025-01-01 01:05:00,28.949870671793843,7.050921685952355,3.6935264867707622,352.5164762106117,0.0,0.0,0.0,0.0,0.0
2025-01-01 01:10:00,30.224391454862907,7.129386747019592,2.5892965295638577,309.964456660059,0.0,0.0,0.0,0.0,0.0
2025-01-01 01:15:00,31.029180023903592,7.061971181959064,3.474775456779908,317.40848457578466,0.0,0.0,0.0,0.0,0.0
2025-01-01 01:20:00,29.983443640901307,7.243795013971539,3.410737868886678,318.9397446100387,0.0,0.0,0.0,0.0,0.0
2025-01-01 01:25:00,31.169794435851514,7.229629952566814,2.5168268117131936,319.97163851389575,0.0,0.0,0.0,0.0,0.0
2025-01-01 01:30:00,30.26548194453069,7.034752904711678,2.8841542199093255,340.2959708380225,0.0,0.0,0.0,0.0,0.0
2025-01-01 01:35:00,29.839123492765964,7.41366239338384,2.9131427464389184,323.2118063116379,0.0,0.0,0.0,0.0,0.0
2025-01-01 01:40:00,28.109223818997915,7.341364903554132,2.7790156073321963,367.60903927321806,0.0,0.0,0.0,0.0,0.0
2025-01-01 01:45:00,31.069259460984732,7.433180210157646,2.7168015901641307,412.22255774437946,0.0,0.0,0.0,0.0,0.0
2025-01-01 01:50:00,28.192618547766557,7.081876392954737,2.5946333906224646,397.2846645315694,0.0,0.0,0.0,0.0,0.0
2025-01-01 01:55:00,30.429311078879504,7.2036717529012355,2.7488102511104886,395.3598939129887,0.0,0.0,0.0,0.0,0.0
2025-01-01 02:00:00,30.422006608596877,7.101682376053131,3.191544621517925,336.4655779960348,0.0,0.0,0.0,0.0,0.0
2025-01-01 02:05:00,30.21071860483136,7.488896982382765,2.8639822825155337,307.3021356535564,0.0,0.0,0.0,0.0,0.0
2025-01-01 02:10:00,28.887784391888612,7.10007133580316,3.22956128386048,345.44982611745723,0.0,0.0,0.0,0.0,0.0
2025-01-01 02:15:00,28.71802927344498,7.130720615741998,2.2495191397474597,366.9023312539198,0.0,0.0,0.0,0.0,0.0
2025-01-01 02:20:00,30.497854217367713,7.094147844517901,3.397833573661998,340.0558588325193,0.0,0.0,0.0,0.0,0.0
2025-01-01 02:25:00,29.994837462018516,7.27926364881482,3.3690158736318443,264.19810178964394,0.0,0.0,0.0,0.0,0.0
2025-01-01 02:30:00,30.52083619231676,7.122893225385381,2.952576444352345,290.4219032731293,0.0,0.0,0.0,0.0,0.0
2025-01-01 02:35:00,30.361320436972413,7.3408314512003985,3.3616559935964254,361.54243628700056,0.0,0.0,0.0,0.0,0.0
2025-01-01 02:40:00,31.45937207413621,7.022132975204387,3.380760605135071,335.3961317640471,0.0,0.0,0.0,0.0,0.0
2025-01-01 02:45:00,27.989859252792407,7.555764647352867,3.7197092734313477,342.23897108995965,0.0,0.0,0.0,0.0,0.0
2025-01-01 02:50:00,29.55377443552297,6.898060715163327,2.489512902593804,405.83073459419745,0.0,0.0,0.0,0.0,0.0
2025-01-01 02:55:00,28.9964319564706,7.199619508993554,3.060880603088068,423.1496413658726,0.0,0.0,0.0,0.0,0.0
2025-01-01 03:00:00,30.996871294219915,7.303696244759949,3.8909699810350515,280.7566935629328,0.0,0.0,0.0,0.0,0.0
2025-01-01 03:05:00,29.51528645338065,7.173297437318477,3.3015272806727594,362.5850610790826,0.0,0.0,0.0,0.0,0.0
2025-01-01 03:10:00,30.380864064304987,7.275218201042652,3.0671176006825926,368.99801581476936,0.0,0.0,0.0,0.0,0.0
2025-01-01 03:15:00,29.231052981486513,7.296695422543607,3.18026169438358,390.69783731109226,0.0,0.0,0.0,0.0,0.0
2025-01-01 03:20:00,29.288869100384886,7.600025301225031,3.2211212891425616,385.7463933741361,0.0,0.0,0.0,0.0,0.0
2025-01-01 03:25:00,30.385258911092848,7.582904240867657,3.597958717594795,302.35713854654534,0.0,0.0,0.0,0.0,0.0
2025-01-01 03:30:00,29.135792903818086,7.5501823450507555,3.1929313893336992,398.47126249590525,0.0,0.0,0.0,0.0,0.0
2025-01-01 03:35:00,29.906873466607195,7.199397942680845,2.6798852502792436,302.7658088021268,0.0,0.0,0.0,0.0,0.0
2025-01-01 03:40:00,30.8769805262955,7.1448154783316244,3.2329094966011067,394.82623284155693,0.0,0.0,0.0,0.0,0.0
2025-01-01 03:45:00,30.99894395517719,7.163830842129893,3.312248204878963,353.4617001248005,0.0,0.0,0.0,0.0,0.0
2025-01-01 03:50:00,29.84184506256051,6.962568782047714,2.345289641602121,421.07748838617493,0.0,0.0,0.0,0.0,0.0
2025-01-01 03:55:00,30.944407298629592,6.938414233650647,3.0534076837589965,353.0460299042288,0.0,0.0,0.0,0.0,0.0
2025-01-01 04:00:00,30.11566013114723,7.007739013491511,3.3326714306936562,370.312531324031,0.0,0.0,0.0,0.0,0.0
2025-01-01 04:05:00,30.91249998902409,7.3010274313220105,3.2964601232473614,359.9558363907181,0.0,0.0,0.0,0.0,0.0
2025-01-01 04:10:00,29.744727177768624,7.536624826656296,3.145681265041338,380.6810834217489,0.0,0.0,0.0,0.0,0.0
2025-01-01 04:15:00,32.267785377604525,7.748908864614225,1.7154532468002068,297.34382123904356,0.0,0.0,0.0,0.0,0.0
2025-01-01 04:20:00,30.41740715369029,7.378965327048844,3.187597520910233,339.93768984759834,0.0,0.0,0.0,0.0,0.0
2025-01-01 04:25:00,29.61785090678238,7.027696955352482,2.632728610735672,269.6270884445513,0.0,0.0,0.0,0.0,0.0
2025-01-01 04:30:00,31.000112386277085,7.055210795732325,3.1865300015183378,300.72778146564116,0.0,0.0,0.0,0.0,0.0
2025-01-01 04:35:00,30.5383696476451,7.265226886928241,2.395299157933636,363.4794129163444,0.0,0.0,0.0,0.0,0.0
2025-01-01 04:40:00,29.34998864212482,7.186231681034531,3.449179131715573,301.213878801144,0.0,0.0,0.0,0.0,0.0
2025-01-01 04:45:00,29.78721580155053,7.28559199296834,2.419235185217007,338.76301040079784,0.0,0.0,0.0,0.0,0.0
2025-01-01 04:50:00,31.532944141994584,7.449132615335089,3.2909586567645723,318.49516184105465,0.0,0.0,0.0,0.0,0.0
2025-01-01 04:55:00,29.910646889116084,7.274820174661946,2.749156582511466,336.02972303189193,0.0,0.0,0.0,0.0,0.0
2025-01-01 05:00:00,29.960615129322104,7.1284783523886865,2.8709620228442723,458.06296457057425,0.0,0.0,0.0,0.0,0.0
2025-01-01 05:05:00,30.594550166911944,7.292368687591216,2.6765427145359313,348.9204101208338,0.0,0.0,0.0,0.0,0.0
2025-01-01 05:10:00,30.828450795458522,7.308590703369547,2.85119207125476,348.80995164456687,0.0,0.0,0.0,0.0,0.0
2025-01-01 05:15:00,28.5224742509605,7.159800012446735,3.615275227574272,320.1453842622237,0.0,0.0,0.0,0.0,0.0
2025-01-01 05:20:00,29.7336443281216,7.1003375553155,3.2655505867803223,382.8489785389081,0.0,0.0,0.0,0.0,0.0
2025-01-01 05:25:00,30.395594928314253,7.106066550672541,2.779618799403842,343.50263864215475,0.0,0.0,0.0,0.0,0.0
2025-01-01 05:30:00,30.04361717474013,7.113360385738662,3.335945904048261,326.9553531665486,0.0,0.0,0.0,0.0,0.0
2025-01-01 05:35:00,29.499912214632367,7.100277717010977,3.2901164022899314,378.082947199276,0.0,0.0,0.0,0.0,0.0
2025-01-01 05:40:00,28.97542123382324,7.337987636342151,2.550013809786116,281.63756948983723,0.0,0.0,0.0,0.0,0.0
2025-01-01 05:45:00,32.011119720057984,7.359630355244138,3.3175774818728616,305.0404913594161,0.0,0.0,0.0,0.0,0.0
2025-01-01 05:50:00,29.473606035265572,7.421970172028072,2.0587071184582126,369.03673189241675,0.0,0.0,0.0,0.0,0.0
2025-01-01 05:55:00,30.950786399307795,7.402394451448511,2.2676254421953725,266.82860711354795,0.0,0.0,0.0,0.0,0.0
2025-01-01 06:00:00,30.615909005089097,7.246743860019215,2.870766518945619,271.5904197281968,0.0,0.0,0.0,0.0,0.0
2025-01-01 06:05:00,29.212788200017712,7.159822880488816,2.5147344409230343,324.21079000083233,0.0,0.0,0.0,0.0,0.0
